"route","html-bytes","static-output","1440×900","1280×800","1024×768","768×1024","480×900","390×844","360×800"
"/org/challenges/CH-1405-034/submitted","7787","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-041","7733","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-041/edit","7762","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-041/preview","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-041/studio","7772","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-041/submitted","7787","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-052","7733","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-052/edit","7762","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-052/preview","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-052/studio","7772","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-1405-052/submitted","7787","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-001","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-001/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-001/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-001/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-001/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-002","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-002/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-002/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-002/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-002/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-003","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-003/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-003/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-003/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-003/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-004","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-004/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-004/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-004/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-004/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-005","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-005/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-005/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-005/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-005/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-006","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-006/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-006/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-006/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-006/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-007","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-007/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-007/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-007/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-007/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-008","7738","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-008/edit","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-008/preview","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-008/studio","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/CH-DRAFT-008/submitted","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/new","7693","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample","7736","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/compare","7782","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/contract","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/conversations","7792","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/decision","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/deliverables","7787","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/documents","7772","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/experts","7762","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/finance","7762","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/history","7762","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/impact","7757","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/operations","8978","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/pilot","7752","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/proposals","7772","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/review","7757","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/challenges/sample/timeline","7767","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/contracts","7682","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/decisions","8705","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/finance","7676","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/impact","8858","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/intake","7665","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/members","7652","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/pilots","7649","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/reports","7654","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/reviewers","8911","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/settings","7659","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/submissions","7670","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/team","7639","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/triage","7671","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/org/verification","8886","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations","26755","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/abidi","28460","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/alibaba","28517","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/aparat","28299","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/aryogen","28191","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/asan-pardakht","28379","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/bahman-group","28213","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/bank-mellat","28491","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/bank-parsian","28595","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/bank-tejarat","28547","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/beh-pardakht","28295","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/behpakhsh","28194","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/chadormalu","28300","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/cinnagen","28335","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/darou-pakhsh","28381","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/digikala","28452","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/divar","28321","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/fanap","28298","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/filimo","28299","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/foolad-khuzestan","28405","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/foolad-mobarakeh","28472","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/golgohar","28287","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/hamrah-avval","28456","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/iran-air","28145","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/iran-khodro","28417","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/irancell","28436","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/irisl","28581","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/isfahan-refinery","28502","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/kalleh","28240","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/kavir-tire","28248","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/mapna","28307","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/minoo","28354","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/mobin-petrochemical","28479","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/national-gas","28466","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/pak-dairy","28274","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/pars-khodro","28389","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/pegah","28358","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/persian-gulf-petrochemical","28624","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/raja","28097","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/rightel","28332","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/saipa","28075","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/shafa-darou","28237","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/shatel","28301","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/shazand-refinery","28462","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/snapp","28214","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/snappfood","28473","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/tap30","28302","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/tavanir","28306","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/organizations/tehran-municipality","28508","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/reviewer","7659","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/reviewer/assignments/RV-204/conflict","7787","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/reviewer/assignments/RV-204/score","7772","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/reviewer/assignments/RV-204/submit","7777","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver","7645","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/contracts","9042","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/data-room","8856","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/eligibility","9054","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/invitations","7689","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/opportunities","7699","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/payments","7674","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/pilots/sample","7705","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/profile","7669","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/proposals","7679","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/proposals/new","7703","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/received-proposals","7724","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/reputation","8983","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/saved","7659","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/settings","7674","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/submissions/new","7709","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/submissions/sample","7740","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/team-building","7699","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/teams","7659","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/solver/verification","7694","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/trust","7630","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/trust-security","16094","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
"/universities","20982","PASS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS","PASS-CSS"
